timestamp,csv_output_path,input_volume,projection_mode,projection_mode_status,markers_sorted,perspective_calibration_ready,orthographic_calibration_ready,shot1_available,shot2_available,shot3_available,shot2_angle_deg,shot3_angle_m3_m1_deg,shot3_angle_m3_m2_deg,tre_value_mm,reprojection_error_px,ray_gap_mm,tre_display,reprojection_display,ray_gap_display,point1_selector,point2_selector,reprojection_point1_selector,reprojection_point2_selector,red_2d_selector,green_2d_selector,knife_selector,testpoint_x,testpoint_y,testpoint_z,testpoint_marker_distance_t1_mm,testpoint_marker_distance_t2_mm,testpoint_marker_distance_t3_mm,testpoint_marker_distance_mean_mm,debug_visualization,debug_plane_scale,debug_ray_scale,distance_group
2026-03-01 18:27:31+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.06,0.08,0.0,0.06 mm,0.08 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,15.07363224029541,96.0469207763672,-153.90380859375,58.87654636739489,70.27820360390318,61.653034442442106,63.60259480458006,0,6.0,10.0,Near
2026-03-01 18:28:42+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.04,0.0,0.0,0.04 mm,0.00 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-25.723787307739254,94.36743927001952,-154.83155822753906,59.48156283652612,77.20257075518661,61.87575215317048,66.18662858162774,0,6.0,10.0,Near
2026-03-01 18:32:55+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.05,0.0,0.0,0.05 mm,0.00 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-39.63032150268555,96.78360748291016,-206.30758666992188,48.89521726695545,71.1469685002517,42.76788449066272,54.27002341928996,0,6.0,10.0,Near
2026-03-01 18:34:06+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.05,0.01,0.0,0.05 mm,0.01 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-8.978751182556152,97.00621032714844,-215.09494018554688,37.63894476777404,58.53400308133128,26.578107464896515,40.91701843800062,0,6.0,10.0,Near
2026-03-01 18:36:22+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.09,0.22,0.0,0.09 mm,0.22 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,5.749780654907227,99.86721801757812,-213.57342529296875,35.797718432018414,53.42386237903612,25.402354454709503,38.20797842192135,0,6.0,10.0,Near
2026-03-01 18:38:19+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.05,0.01,0.0,0.05 mm,0.01 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-91.04874420166016,85.47295379638672,-229.41378784179688,102.09643766673832,121.20853509444214,96.2952189596148,106.53339724026507,0,6.0,10.0,Near
2026-03-01 18:40:35+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.28,0.1,0.0,0.28 mm,0.10 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-109.663330078125,55.66769790649414,-159.88771057128906,133.9206191078745,154.16480536612943,132.25796867374143,140.1144643825818,0,6.0,10.0,Near
2026-03-01 18:42:17+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.09,0.14,0.0,0.09 mm,0.14 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-121.15060424804688,51.69525146484375,-190.1663360595703,140.40552394281946,161.20138687353372,136.674500006556,146.0938036076364,0,6.0,10.0,Near
2026-03-01 18:52:44+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.15,0.18,0.0,0.15 mm,0.18 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-110.04490661621094,55.5063362121582,-159.56556701660156,134.39966266763489,154.62825595168565,132.75391334206057,140.59394398712703,0,6.0,10.0,Near
2026-03-01 18:53:54+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.2,0.13,0.0,0.20 mm,0.13 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-81.34825897216797,78.67521667480469,-167.8737335205078,96.80085264306284,116.83768157133542,95.77634728462236,103.1382938330069,0,6.0,10.0,Near
2026-03-01 18:55:20+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.1,0.01,0.0,0.10 mm,0.01 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-113.54816436767578,78.9413070678711,-237.3647003173828,126.49517052067549,145.0197044571437,120.84420965433912,130.78636154405277,0,6.0,10.0,Near
2026-03-01 18:58:22+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.23,0.02,0.0,0.23 mm,0.02 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-118.94457244873048,-5.538834095001221,-88.43647003173828,208.12283078066957,227.60280282392927,207.582653164038,214.43609558954563,0,6.0,10.0,Mid
2026-03-01 19:08:18+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.59,0.27,0.0,0.59 mm,0.27 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-139.10511779785156,-5.63842248916626,-293.63165283203125,213.66585867746983,234.03901770274888,204.619580685276,217.44148568849823,0,6.0,10.0,Mid
2026-03-01 19:10:06+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.36,0.34,0.0,0.36 mm,0.34 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-126.680908203125,-99.54334259033205,-268.85748291015625,269.5100287593539,292.12526966775863,260.2212215613484,273.9521733294869,0,6.0,10.0,Far
2026-03-01 19:11:44+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.26,0.15,0.0,0.26 mm,0.15 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-117.10509490966795,-94.96734619140624,-179.46768188476562,252.12162373528955,275.294375047076,245.50136107523625,257.6391199525339,0,6.0,10.0,Far
2026-03-01 19:16:55+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.17,0.02,0.0,0.17 mm,0.02 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,42.53182220458984,-101.0684585571289,-115.7625503540039,249.75344544240076,267.1110087084868,245.122750359312,253.9957348367332,0,6.0,10.0,Far
2026-03-01 19:19:27+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.14,0.06,0.0,0.14 mm,0.06 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,128.4517822265625,2.963464975357056,-12.686078071594238,261.0249008208656,266.20741524668614,263.3716434845249,263.5346531840255,0,6.0,10.0,Far
2026-03-01 19:21:01+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.72,0.14,0.0,0.72 mm,0.14 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,128.55824279785156,-36.65926361083984,-61.67669296264648,253.1560443088621,261.7215205899065,252.6031565519792,255.8269071502493,0,6.0,10.0,Far
2026-03-01 19:22:02+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.75,0.27,0.0,0.75 mm,0.27 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,123.13056182861328,-41.77554321289063,-52.50023651123047,258.8046012955523,267.7858139279065,258.40658901436456,261.66566807927444,0,6.0,10.0,Far
2026-03-01 19:23:15+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.35,0.22,0.0,0.35 mm,0.22 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,135.6714324951172,-34.74258041381836,-85.38068389892578,243.96683814736735,252.4283991159637,242.6132173782103,246.33615154718044,0,6.0,10.0,Far
2026-03-01 19:28:38+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.3,0.3,0.0,0.30 mm,0.30 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,144.85189819335938,2.06659197807312,-276.62701416015625,212.27053513988236,218.46012615712488,204.2013479572081,211.6440030847384,0,6.0,10.0,Mid
2026-03-01 19:31:02+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.45,0.12,0.0,0.45 mm,0.12 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,109.50580596923828,-108.5057144165039,-198.15505981445312,264.59868427220323,279.15039781006794,257.23192923008634,266.99367043745247,0,6.0,10.0,Far
2026-03-01 19:39:00+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.26,0.42,0.0,0.26 mm,0.42 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,140.5696258544922,-51.82110977172852,-122.96971893310548,244.5794163111367,254.27063516765023,241.29624541130127,246.71543229669604,0,6.0,10.0,Far
2026-03-01 19:47:48+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.47,0.64,0.0,0.47 mm,0.64 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,143.85214233398438,-59.07941436767578,-232.17340087890625,243.1135115346282,253.5166016841307,235.57274218924672,244.0676184693352,0,6.0,10.0,Far
2026-03-01 19:49:12+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.2,0.01,0.0,0.20 mm,0.01 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-22.38624763488769,-68.3319320678711,-259.6266174316406,208.61651027602724,229.5179210808515,198.19404573246103,212.10949236311328,0,6.0,10.0,Mid
2026-03-01 19:50:25+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.18,0.1,0.0,0.18 mm,0.10 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-139.46726989746094,21.30605125427246,-174.48793029785156,174.56905902249386,195.90677108675,170.8963306889793,180.45738693274103,0,6.0,10.0,Mid
2026-03-01 19:53:39+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.11,0.02,0.0,0.11 mm,0.02 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-136.2056427001953,-64.6966781616211,-112.3886947631836,249.88009036875036,271.59133078069385,246.6040520696902,256.02515773971146,0,6.0,10.0,Far
2026-03-01 19:54:49+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.27,0.22,0.0,0.27 mm,0.22 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-149.50799560546875,-40.9178352355957,-69.80705261230469,257.8421149239348,277.6154648166105,256.8870108909201,264.1148635438218,0,6.0,10.0,Far
2026-03-01 19:57:20+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.3,0.29,0.0,0.30 mm,0.29 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-146.44931030273438,-52.00753402709961,-112.6260757446289,245.78973870560293,267.2681560167036,242.886009244754,251.9813013223535,0,6.0,10.0,Far
2026-03-01 20:14:05+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.38,0.09,0.0,0.38 mm,0.09 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-121.3211898803711,-61.45636367797852,-133.66531372070312,233.08314525194257,255.3727670446664,228.88074842314148,239.1122202399168,0,6.0,10.0,Far
2026-03-01 20:15:08+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.25,0.05,0.0,0.25 mm,0.05 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-81.34994506835938,-64.28677368164062,-262.1918640136719,218.6221228709701,240.95643610427663,208.75500973784733,222.77785623769805,0,6.0,10.0,Mid
2026-03-01 20:16:45+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.3,0.05,0.0,0.30 mm,0.05 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-85.31382751464844,-117.94857025146484,-161.93382263183594,263.16694789300306,285.8742348140228,256.67715649312896,268.57277973338495,0,6.0,10.0,Far
2026-03-01 20:18:33+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.29,0.14,0.0,0.29 mm,0.14 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,40.18473815917969,-100.27896881103516,-118.3517837524414,247.7462482700004,265.273842986307,243.01205238337235,252.01071454655997,0,6.0,10.0,Far
2026-03-01 20:19:37+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.24,0.1,0.0,0.24 mm,0.10 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-40.11224365234375,-108.69766998291016,-239.41001892089844,244.9555534352625,266.8109364025093,235.45814388455497,249.07487790744224,0,6.0,10.0,Far
2026-03-01 20:21:25+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.19,0.41,0.0,0.19 mm,0.41 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-7.851573944091797,-57.64895248413086,-92.89359283447266,214.97486524853923,233.3666035427674,212.2339416181308,220.19180346981247,0,6.0,10.0,Mid
2026-03-01 20:22:18+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.1,0.23,0.0,0.10 mm,0.23 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-21.895463943481445,-75.12559509277344,-229.46083068847656,208.3595027162212,229.80912354218543,198.95583959300708,212.37482195047127,0,6.0,10.0,Mid
2026-03-01 20:23:12+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.43,0.34,0.0,0.43 mm,0.34 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-48.085819244384766,-110.84835815429688,-286.8681335449219,260.5396782317312,281.72917473950963,249.91904892767528,264.0626339663054,0,6.0,10.0,Far
2026-03-01 20:24:25+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.17,0.19,0.0,0.17 mm,0.19 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-41.08567810058594,63.67842483520508,-69.37146759033203,148.86494902892397,161.54997566877185,153.03987702551157,154.4849339077358,0,6.0,10.0,Near
2026-03-01 20:25:33+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.2,0.14,0.0,0.20 mm,0.14 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-58.12583541870117,35.2430534362793,-9.436267852783203,217.3294739201882,229.4615926737951,221.489145860218,222.7600708180671,0,6.0,10.0,Mid
2026-03-01 20:26:45+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.1,0.07,0.0,0.10 mm,0.07 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-115.16019439697266,77.50450134277344,-238.1129608154297,128.69733991136945,147.26639509434236,122.99741072214732,132.98704857595305,0,6.0,10.0,Near
2026-03-01 20:28:49+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.13,0.16,0.0,0.13 mm,0.16 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,102.56409454345705,63.4350471496582,-193.67774963378903,126.51301023821554,130.2856648261265,122.90919038900807,126.56928848445004,0,6.0,10.0,Near
