timestamp,csv_output_path,input_volume,projection_mode,projection_mode_status,markers_sorted,perspective_calibration_ready,orthographic_calibration_ready,shot1_available,shot2_available,shot3_available,shot2_angle_deg,shot3_angle_m3_m1_deg,shot3_angle_m3_m2_deg,tre_value_mm,reprojection_error_px,ray_gap_mm,tre_display,reprojection_display,ray_gap_display,point1_selector,point2_selector,reprojection_point1_selector,reprojection_point2_selector,red_2d_selector,green_2d_selector,knife_selector,testpoint_x,testpoint_y,testpoint_z,testpoint_marker_distance_t1_mm,testpoint_marker_distance_t2_mm,testpoint_marker_distance_t3_mm,testpoint_marker_distance_mean_mm,debug_visualization,debug_plane_scale,debug_ray_scale
2026-03-01 20:47:52+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.38,0.05,0,0.38 mm,0.05 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,137.6912231,-64.19837952,-230.5547333,243.2339141,254.3060281,235.5753869,244.3717763,0,6,10
2026-03-01 20:48:52+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.09,0.17,0,0.09 mm,0.17 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,119.3510056,30.8387928,-130.366684,172.6480487,178.0398738,171.6465005,174.1114743,0,6,10
2026-03-01 20:50:20+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.31,0.03,0,0.31 mm,0.03 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,99.27444458,75.18809509,-322.6263123,171.7484308,173.7093046,162.9691374,169.4756243,0,6,10
2026-03-01 21:29:02+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.11,0.37,0,0.11 mm,0.37 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,91.89342631,55.71739197,-110.8522248,149.7455852,154.4741385,151.1032532,151.7743257,0,6,10
2026-03-01 21:45:02+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.07,0.03,0,0.07 mm,0.03 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-113.662468,42.01334,-118.2559052,160.8736759,179.7834875,161.0337369,167.2303001,0,6,10
2026-03-01 21:46:03+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.09,0.02,0,0.09 mm,0.02 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-123.0454712,-17.01832771,-81.93551636,221.3014682,240.8688441,220.6151402,227.5951508,0,6,10
2026-03-01 21:48:01+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.13,0.19,0,0.13 mm,0.19 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-152.282135,14.73397255,-213.0169525,187.7873572,209.1720388,182.2571155,193.0721705,0,6,10
2026-03-01 21:56:24+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.1,0.08,0,0.10 mm,0.08 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,57.51590347,52.75640488,-62.28916931,167.8789399,174.4677134,171.4187903,171.2551478,0,6,10
2026-03-01 21:58:09+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.33,0.14,0,0.33 mm,0.14 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-44.88783264,-107.4251328,-281.2912598,254.9755936,276.2020856,244.4277954,258.5351582,0,6,10
2026-03-01 21:59:40+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.04,0.06,0,0.04 mm,0.06 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-78.60710144,88.15787506,-226.0596771,89.44445255,109.023168,83.38063965,93.94942006,0,6,10
2026-03-01 22:00:39+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.02,0.11,0,0.02 mm,0.11 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,75.74918365,73.94496155,-200.3431854,98.3007821,103.840788,93.93557981,98.69238329,0,6,10
2026-03-01 22:01:24+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.11,0.07,0,0.11 mm,0.07 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-146.2735443,30.82729149,-222.8398132,174.5704702,195.3969303,168.8979398,179.6217801,0,6,10
2026-03-01 22:02:25+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.45,0.07,0,0.45 mm,0.07 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-127.5977554,-93.51446533,-218.9793549,255.9427223,279.1632232,248.0956541,261.0671999,0,6,10
2026-03-01 22:32:55+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.4,0.47,0,0.40 mm,0.47 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-143.4695892,-55.65899277,-136.9642334,239.5354687,261.7370807,235.5321184,245.6015559,0,6,10
2026-03-01 22:34:09+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.8,1.02,0,0.80 mm,1.02 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,35.5529213,-85.16294861,-67.95275879,254.5077857,270.5458594,252.1444138,259.0660196,0,6,10
2026-03-01 22:35:16+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.15,0.03,0,0.15 mm,0.03 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-139.05867,45.74472809,-228.236969,161.3996005,181.6300769,155.7456844,166.2584539,0,6,10
2026-03-04T18:36:41+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.1,0.2,0.0,0.10 mm,0.20 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-7.061494827270508,90.06828308105469,-142.30816650390625,73.8160483059497,100.56942855457585,86.96490700540188,87.11679462197581,0,6.0,10.0
2026-03-04T18:38:57+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.19,0.15,0.0,0.19 mm,0.15 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,1.3737858533859253,93.1064224243164,-157.57125854492188,61.196978495663664,89.46527245977752,74.09687671629885,74.91970922391334,0,6.0,10.0
2026-03-04T18:39:54+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.15,0.01,0.0,0.15 mm,0.01 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-12.42646312713623,92.3672103881836,-165.86183166503906,56.91054426506352,88.63105812582714,69.44012306823006,71.66057515304024,0,6.0,10.0
2026-03-04T18:41:42+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.11,0.19,0.0,0.11 mm,0.19 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-12.057734489440918,90.8534164428711,-144.20980834960938,72.20073512036167,99.68687860014876,85.2911849488153,85.72626622310857,0,6.0,10.0
2026-03-04T18:42:46+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.15,0.02,0.0,0.15 mm,0.02 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-50.20415115356445,87.7841796875,-188.50958251953125,69.04583789466056,102.64499124905481,77.12609322810007,82.93897412393848,0,6.0,10.0
2026-03-04T18:43:56+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.21,0.38,0.0,0.21 mm,0.38 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-81.78231811523438,70.78111267089844,-131.85728454589844,121.98546358020853,150.16806291731976,132.3705256200631,134.8413507058638,0,6.0,10.0
2026-03-04T18:44:39+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.04,0.1,0.0,0.04 mm,0.10 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-97.02330780029297,68.71204376220703,-166.8636474609375,119.90858940811187,150.0364378870468,127.7421994654598,132.56240892020614,0,6.0,10.0
2026-03-04T18:45:49+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.12,0.27,0.0,0.12 mm,0.27 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-101.08782196044922,84.16840362548828,-235.46875,117.12778715339294,144.41582687458956,118.20498809159119,126.58286737319122,0,6.0,10.0
2026-03-04T18:47:43+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.05,0.08,0.0,0.05 mm,0.08 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,60.63798522949219,82.90614318847656,-160.21987915039062,94.0189873696759,111.53818309943333,103.40320617882138,102.98679221597688,0,6.0,10.0
2026-03-04T18:48:47+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.24,0.22,0.0,0.24 mm,0.22 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,35.40824890136719,-85.06104278564453,-72.1880874633789,259.9357190536826,288.33781834666365,271.9371101597847,273.4035491867103,0,6.0,10.0
2026-03-04T18:49:53+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.25,0.6,0.0,0.25 mm,0.60 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-101.54076385498047,42.05093002319336,-87.64505767822266,175.53881993550723,202.23937604414914,186.66034639440423,188.14618079135354,0,6.0,10.0
2026-03-04T18:50:47+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.26,0.18,0.0,0.26 mm,0.18 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-84.65021514892578,35.18292236328125,-54.92610168457031,193.5703471642677,218.30719223278496,205.65496688592066,205.84416876099112,0,6.0,10.0
2026-03-04T18:53:53+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.39,0.72,0.0,0.39 mm,0.72 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-138.49497985839844,-23.3903751373291,-22.262582778930664,273.751250992091,300.5432260752165,285.28119695631824,286.5252246745419,0,6.0,10.0
2026-03-04T18:54:47+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.28,0.44,0.0,0.28 mm,0.44 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-135.59552001953125,-54.10858917236328,-77.91207885742188,262.11130478344404,293.3617484230777,272.8936836934084,276.12224563331006,0,6.0,10.0
2026-03-04T18:55:40+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.28,0.0,0.0,0.28 mm,0.00 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-141.85403442382812,-55.994476318359375,-100.27510070800781,257.41885723000416,289.61718344075683,267.5704900093049,271.5355102266886,0,6.0,10.0
2026-03-04T18:57:42+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.48,0.79,0.0,0.48 mm,0.79 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,62.422245025634766,-119.39041137695312,-209.54075622558594,267.4070467744917,297.81647384728427,274.874559388344,280.03269333670664,0,6.0,10.0
2026-03-04T18:58:57+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.35,0.78,0.0,0.35 mm,0.78 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-79.24349975585938,-113.24880981445312,-133.0635528564453,270.8495959268182,305.6093612896485,280.91928705339956,285.7927480899554,0,6.0,10.0
2026-03-04T19:00:45+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.32,0.09,0.0,0.32 mm,0.09 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,76.77276611328125,-90.3936538696289,-105.30866241455078,260.44699730122636,287.75813916698,271.30436065333345,273.1698323738466,0,6.0,10.0
2026-03-04T19:01:31+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.57,1.0,0.0,0.57 mm,1.00 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,33.99626541137695,-98.7897720336914,-118.43093872070312,253.68138204549348,284.35089305432064,264.5495055707628,267.5272602235256,0,6.0,10.0
2026-03-04T19:03:27+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.28,0.61,0.0,0.28 mm,0.61 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,133.2263946533203,-41.73310852050781,-95.92539978027344,249.17712641146764,269.2596882134536,259.3880885157771,259.2749677135661,0,6.0,10.0
2026-03-04T19:04:26+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.13,0.14,0.0,0.13 mm,0.14 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,52.874969482421875,85.637451171875,-161.8833770751953,86.3808742013793,105.13565616092743,96.10290678104954,95.8731457144521,0,6.0,10.0
2026-03-04T19:05:07+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.18,0.26,0.0,0.18 mm,0.26 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,111.87052154541016,54.965328216552734,-189.88352966308594,144.13266644900037,158.36751594653657,149.8358969450397,150.77869311352558,0,6.0,10.0
2026-03-04T19:06:00+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.18,0.43,0.0,0.18 mm,0.43 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,126.18265533447266,45.718814849853516,-221.0418701171875,162.67776924815652,176.20865912549525,166.23637300315264,168.37426712560148,0,6.0,10.0
2026-03-04T19:10:21+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.11,0.06,0.0,0.11 mm,0.06 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,115.576416015625,60.667945861816406,-230.03781127929688,147.4201952684732,159.82366693198156,149.91865833154068,152.3875068439985,0,6.0,10.0
2026-03-04T19:11:57+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.11,0.8,0.0,0.11 mm,0.80 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,94.50098419189453,59.243370056152344,-123.00808715820312,147.64475136071883,162.02969019790862,157.51343688878828,155.72929281580525,0,6.0,10.0
2026-03-04T19:15:09+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.47,0.57,0.0,0.47 mm,0.57 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,121.16575622558594,-49.40504455566406,-69.72382354736328,260.2734808039021,281.0026547907567,271.3071854058299,270.8611070001629,0,6.0,10.0
2026-03-04T19:20:47+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.05,0.52,0.0,0.05 mm,0.52 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,126.14556884765625,44.42753982543945,-219.09133911132812,163.12233704006024,176.87177767245728,166.85601460513365,168.95004310588374,0,6.0,10.0
2026-03-04T19:22:45+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.24,0.02,0.0,0.24 mm,0.02 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,69.1854476928711,76.23036193847656,-201.5008544921875,97.26419812803532,115.28912519734763,102.72976589223174,105.09436307253823,0,6.0,10.0
2026-03-04T19:30:10+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.14,0.29,0.0,0.14 mm,0.29 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,112.5315170288086,50.49714279174805,-146.9892120361328,155.52524621206527,169.73106395004987,163.81736205649366,163.02455740620294,0,6.0,10.0
2026-03-04T19:30:58+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.09,0.1,0.0,0.09 mm,0.10 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,73.45773315429688,62.52025604248047,-89.8165512084961,153.58201335878755,168.28495618299203,165.05475212369052,162.30724055515668,0,6.0,10.0
2026-03-04T19:31:34+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.12,0.52,0.0,0.12 mm,0.52 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,70.0478744506836,66.4504623413086,-103.49919128417969,140.4295218353017,155.74331333404962,151.74383090139605,149.3055553569158,0,6.0,10.0
2026-03-04T19:32:15+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.11,0.01,0.0,0.11 mm,0.01 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-108.4963150024414,64.79244995117188,-199.0316619873047,127.51203224602514,157.78573532913978,132.61574760585492,139.30450506033995,0,6.0,10.0
2026-03-04T19:33:17+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.12,0.22,0.0,0.12 mm,0.22 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,81.1597671508789,72.88307189941406,-204.3577880859375,108.81918878790503,125.00129019547016,113.70234007273794,115.84093968537104,0,6.0,10.0
2026-03-04T19:34:19+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.28,0.25,0.0,0.28 mm,0.25 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,123.77025604248047,40.54871368408203,-184.02239990234375,162.6406097080026,177.38438071745594,168.7656267586829,169.5968723947138,0,6.0,10.0
2026-03-04T19:44:45+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.11,0.3,0.0,0.11 mm,0.30 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,2.9825425148010254,93.90240478515625,-199.68104553222656,45.95457575415708,79.07754065610668,54.412973636838636,59.81503001570079,0,6.0,10.0
2026-03-04T19:45:43+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.04,0.08,0.0,0.04 mm,0.08 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-13.457122802734375,93.99771118164062,-202.25259399414062,46.17909038622141,81.47933205470129,54.092276002863265,60.58356614792865,0,6.0,10.0
2026-03-04T19:46:32+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.09,0.08,0.0,0.09 mm,0.08 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-2.1657118797302246,90.70761108398438,-181.3467254638672,51.086083506436445,84.23561144190704,62.40587737160776,65.90919077331709,0,6.0,10.0
2026-03-04T19:47:24+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.13,0.11,0.0,0.13 mm,0.11 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,17.56665802001953,95.89093780517578,-153.395263671875,65.66794098184306,89.54604473843922,78.1069703990925,77.7736520397916,0,6.0,10.0
2026-03-04T19:48:23+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.07,0.15,0.0,0.07 mm,0.15 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-28.17644691467285,94.39314270019531,-157.0663604736328,64.58519183638442,94.94311619316619,76.8541647800277,78.79415760319277,0,6.0,10.0
2026-03-04T19:49:14+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.12,0.14,0.0,0.12 mm,0.14 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,18.284910202026367,82.55392456054688,-107.35323333740234,108.86011186086456,128.33862749089752,121.7297536559583,119.64283100257346,0,6.0,10.0
2026-03-04T19:50:43+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.19,0.17,0.0,0.19 mm,0.17 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,98.56775665283203,-81.32704162597656,-139.2893524169922,250.3644436463472,276.63278623938305,259.99595118870485,262.33106035814507,0,6.0,10.0
2026-03-04T19:51:47+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.18,0.09,0.0,0.18 mm,0.09 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-111.85889434814453,44.08562088012695,-117.94320678710938,163.67458817972204,192.23261707606267,173.63557003091617,176.51425842890026,0,6.0,10.0
2026-03-04T19:52:53+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.56,0.12,0.0,0.56 mm,0.12 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-120.69430541992188,-37.14876174926758,-75.69813537597656,243.50941643708236,274.17834777291984,254.63891839748493,257.44222753582903,0,6.0,10.0
