source_table,analysis_row_kind,ray_gap_regime,usable_for_ray_gap_distribution,timestamp,experiment_record_id,experiment_family,dataset,projection_mode,point_id,distance_group,distance_order,base_condition_id,angle_group,angle_order,shot2_angle_deg,shot3_angle_m3_m1_deg,shot3_angle_m3_m2_deg,testpoint_x,testpoint_y,testpoint_z,testpoint_marker_distance_mean_mm,noise_type,noise_sigma_px,repeat_index,success_flag,is_clean_baseline,tre_mm_raw,re_px_raw,ray_gap_mm_raw,marker_sort_rms,calibration_reproj_rms,markers_sorted,perspective_calibration_ready
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:30+08:00,20260421_195030_358627,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,marker-only,2.0,46,1,0,4.236925954231016,13.46323723165376,0.7196510097733692,0.0558772087100376,2.08633046159307,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:30+08:00,20260421_195030_810362,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,marker-only,2.0,47,1,0,2.014635336694913,1.2963679080485058,1.225149835801314,0.0558772087100376,2.309394896158815,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:31+08:00,20260421_195031_261903,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,marker-only,2.0,48,1,0,1.1461072206420322,16.156135653309953,1.542734223954474,0.0558772087100376,2.710845189557514,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:31+08:00,20260421_195031_717446,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,marker-only,2.0,49,1,0,1.763738752220772,14.878479174505152,1.400583219557913,0.0558772087100376,2.593016769935728,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:32+08:00,20260421_195032_166776,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,marker-only,2.0,50,1,0,1.84674700694304,0.7332739157488991,1.4984293505960498,0.0558772087100376,1.9916760682308627,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:44+08:00,20260421_195044_104956,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,1,1,0,0.6155314410821345,1.1795698659082092,0.1989207061034082,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:44+08:00,20260421_195044_372360,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,2,1,0,0.4170016740866379,0.803287543722,0.2721817030036584,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:44+08:00,20260421_195044_627362,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,3,1,0,0.3800719040414185,0.2624237823842714,0.0327960639508113,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:44+08:00,20260421_195044_892005,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,4,1,0,0.4640611601896703,0.6346485391770837,0.2551100543903348,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:45+08:00,20260421_195045_118184,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,5,1,0,0.2218047742697846,0.4050340285148323,0.000279612266287,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:45+08:00,20260421_195045_380887,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,6,1,0,0.5452461803257289,0.6533570399720602,0.3295372246682952,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:45+08:00,20260421_195045_618132,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,7,1,0,0.4446079081327666,0.7738958767545031,0.2409477701996417,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:45+08:00,20260421_195045_879109,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,8,1,0,0.6423244344630612,1.2943724734916389,0.4985246272558956,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:46+08:00,20260421_195046_140640,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,9,1,0,0.3067016632339567,0.524928655802893,0.0646640559241148,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:46+08:00,20260421_195046_400807,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,10,1,0,0.8910135246308786,1.4808529807353683,0.0835417938287775,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:46+08:00,20260421_195046_628264,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,11,1,0,1.0770193237877332,1.4687285280922593,0.3351910090694665,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:46+08:00,20260421_195046_867389,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,12,1,0,0.4493127335794396,0.82594131716615,0.4925009085438091,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:47+08:00,20260421_195047_134446,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,13,1,0,0.5735189032728728,1.0234446824229182,0.7471264508985768,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:47+08:00,20260421_195047_405022,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,14,1,0,0.4852859147209402,0.6769002294434858,0.3754197923880001,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:47+08:00,20260421_195047_684280,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,15,1,0,0.2284124161782647,0.4276991640713309,0.1186651634519521,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:47+08:00,20260421_195047_933691,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,16,1,0,0.2904786053307284,0.3725444904712238,0.0907482738327297,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:48+08:00,20260421_195048_193654,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,17,1,0,0.4737466731737967,0.7859537022766827,0.0891435935380002,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:48+08:00,20260421_195048_491021,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,18,1,0,0.8706160837204838,1.5532647354626754,0.299351176307232,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:48+08:00,20260421_195048_793102,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,19,1,0,0.4268983079288871,0.67234845225544,0.5587400196076099,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:49+08:00,20260421_195049_059974,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,20,1,0,0.4277715129864354,0.7647365947975687,0.1787334580003459,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:49+08:00,20260421_195049_379539,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,21,1,0,0.3853382736081702,0.4719686013546557,0.5353064267772705,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:49+08:00,20260421_195049_704566,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,22,1,0,0.5832082280835451,1.052753335188202,0.426051240053367,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:50+08:00,20260421_195050_040546,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,23,1,0,1.5362266109833662,2.641823210305167,0.2189102677346203,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:50+08:00,20260421_195050_384115,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,24,1,0,0.1854629779461904,0.2286099511293292,0.4684842188696935,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:50+08:00,20260421_195050_686385,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,25,1,0,0.3166591457906622,0.5144303034373804,0.4202708853965766,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:50+08:00,20260421_195050_984310,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,26,1,0,1.0482672651423983,1.7251383212447176,0.0593176462688855,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:51+08:00,20260421_195051_345188,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,27,1,0,0.7160707122535674,1.377233340918269,0.193734321335605,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:51+08:00,20260421_195051_650263,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,28,1,0,0.449842924279262,0.8224193928800585,0.0234141733421923,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:52+08:00,20260421_195052_023088,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,29,1,0,0.7126963715305588,0.8260316804134588,0.0636529808261022,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:52+08:00,20260421_195052_347181,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,30,1,0,0.5944085513921874,0.958426318294854,0.0649288761746529,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:52+08:00,20260421_195052_733342,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,31,1,0,0.3132807312989684,0.4671023537582025,0.0153006141546061,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:53+08:00,20260421_195053_069410,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,32,1,0,0.3936553609086524,0.566045305472043,0.6002473829478834,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:53+08:00,20260421_195053_467411,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,33,1,0,0.180539258127077,0.3068860414940781,0.0320121832811591,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:53+08:00,20260421_195053_868050,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,34,1,0,0.4592142915884935,0.5592297381514444,0.1904130601066512,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:54+08:00,20260421_195054_271447,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,35,1,0,0.1840249790462589,0.3632544211900458,0.0330157684560728,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:54+08:00,20260421_195054_693779,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,36,1,0,0.2711379997777864,0.400708526003687,0.2641746375653128,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:54+08:00,20260421_195054_989068,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,37,1,0,1.0913676226094726,2.003544961135855,0.1090475449873931,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:55+08:00,20260421_195055_413344,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,38,1,0,0.4246682207166654,0.5529415887494139,0.0024939398235377,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:55+08:00,20260421_195055_845921,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,39,1,0,0.6863750950474041,0.6278437725723559,0.3601520132514263,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:56+08:00,20260421_195056_283006,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,40,1,0,0.6022337210204015,1.130077182710887,0.1085635392628958,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:56+08:00,20260421_195056_645038,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,41,1,0,0.9380069678301056,0.9546803914872805,0.3958265470976291,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:57+08:00,20260421_195057_072456,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,42,1,0,0.364180573292612,0.2125027499299629,0.0100668726461913,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:57+08:00,20260421_195057_502238,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,43,1,0,0.6331132869006556,0.8423517588713813,0.1125459999735601,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:57+08:00,20260421_195057_938644,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,44,1,0,0.1011540922216757,0.2313394481443258,0.1004801753903848,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:58+08:00,20260421_195058_370743,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,45,1,0,0.5272105222611048,0.0890982939662067,0.1506572346547728,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:58+08:00,20260421_195058_742351,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,46,1,0,0.5950178732127146,0.9614204946369674,0.2164088511714138,0.0558772087100376,0.0539340927337255,1,1
experiment_results1.csv,perturbation_run,perturbation_gap,1,2026-04-21T19:50:59+08:00,20260421_195059_165856,controlled_perturbation_study,CTChest,perspective,tp_-13.70_90.66_-182.12,Near,1,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_46.99__shot3m3m1_43.10__shot3m3m2_67.87,Medium,2,46.99,43.1,67.87,-13.69535542,90.66418457,-182.1198578,50.92337922386323,target-only,0.5,47,1,0,0.2539962110728734,0.188451790791334,0.5526733495416437,0.0558772087100376,0.0539340927337255,1,1
