source_table,analysis_row_kind,ray_gap_regime,usable_for_ray_gap_distribution,distance_order,angle_order,timestamp,experiment_record_id,experiment_family,base_condition_id,csv_output_path,input_volume,dataset,projection_mode,projection_mode_status,angle_group,distance_group,point_id,markers_sorted,perspective_calibration_ready,orthographic_calibration_ready,shot1_available,shot2_available,shot3_available,shot2_angle_deg,shot3_angle_m3_m1_deg,shot3_angle_m3_m2_deg,noise_type,noise_sigma_px,tre_mm_raw,re_px_raw,ray_gap_mm_raw,tre_value_mm,reprojection_error_px,ray_gap_mm,tre_display,reprojection_display,ray_gap_display,is_clean_baseline,controlled_perturbation_enabled,controlled_perturbation_noise_type,controlled_perturbation_noise_sigma_px,controlled_perturbation_run_id,controlled_perturbation_run_stage,point1_selector,point2_selector,reprojection_point1_selector,reprojection_point2_selector,red_2d_selector,green_2d_selector,knife_selector,camera_view_angle_deg,view_orthographic_enabled,red_uses_blackcenter_auto_point,green_uses_blackcenter_auto_point,uses_blackcenter_auto_point_any,testpoint_x,testpoint_y,testpoint_z,testpoint_marker_distance_t1_mm,testpoint_marker_distance_t2_mm,testpoint_marker_distance_t3_mm,testpoint_marker_distance_mean_mm,repeat_index,success_flag,failure_reason,marker_sort_rms,calibration_reproj_rms,debug_visualization,debug_plane_scale,debug_ray_scale,marker_transform_snapshot_dir,marker_transform_1_name,marker_transform_1_path,marker_transform_1_saved,marker_transform_2_name,marker_transform_2_path,marker_transform_2_saved,marker_transform_3_name,marker_transform_3_path,marker_transform_3_saved,marker_transform_snapshot_count,marker_transform_snapshot_ready,marker_sort_view1_rms_px,marker_sort_view1_second_rms_px,marker_sort_view1_rms_gap_px,marker_sort_view1_flip_x,marker_sort_view1_flip_y,marker_sort_view2_rms_px,marker_sort_view2_second_rms_px,marker_sort_view2_rms_gap_px,marker_sort_view2_flip_x,marker_sort_view2_flip_y,marker_sort_view3_rms_px,marker_sort_view3_second_rms_px,marker_sort_view3_rms_gap_px,marker_sort_view3_flip_x,marker_sort_view3_flip_y,perspective_calibration_view1_reproj_rms_px,perspective_calibration_view1_flip_x,perspective_calibration_view1_flip_y,perspective_calibration_view1_swap_big_23,perspective_calibration_view1_swap_small_23,perspective_calibration_view1_view_angle_deg,perspective_calibration_view2_reproj_rms_px,perspective_calibration_view2_flip_x,perspective_calibration_view2_flip_y,perspective_calibration_view2_swap_big_23,perspective_calibration_view2_swap_small_23,perspective_calibration_view2_view_angle_deg,perspective_calibration_view3_reproj_rms_px,perspective_calibration_view3_flip_x,perspective_calibration_view3_flip_y,perspective_calibration_view3_swap_big_23,perspective_calibration_view3_swap_small_23,perspective_calibration_view3_view_angle_deg,orthographic_calibration_view1_reproj_rms_px,orthographic_calibration_view1_flip_x,orthographic_calibration_view1_flip_y,orthographic_calibration_view1_swap_big_23,orthographic_calibration_view1_swap_small_23,orthographic_calibration_view1_view_angle_deg,orthographic_calibration_view2_reproj_rms_px,orthographic_calibration_view2_flip_x,orthographic_calibration_view2_flip_y,orthographic_calibration_view2_swap_big_23,orthographic_calibration_view2_swap_small_23,orthographic_calibration_view2_view_angle_deg,orthographic_calibration_view3_reproj_rms_px,orthographic_calibration_view3_flip_x,orthographic_calibration_view3_flip_y,orthographic_calibration_view3_swap_big_23,orthographic_calibration_view3_swap_small_23,orthographic_calibration_view3_view_angle_deg,timing_shot1_all_ms,timing_shot2_all_ms,timing_shot3_all_ms,timing_black_center_ms,timing_markers_sort_ms,timing_init_markers_ms,timing_perspective_calibration_ms,timing_orthographic_calibration_ms,timing_red_push_ms,timing_green_push_ms,timing_tre_calc_ms,timing_reprojection_calc_ms
experiment_results1.csv,perturbation_run,perturbation_gap,1,1,3,2026-04-21T20:00:46+08:00,20260421_200046_941503,controlled_perturbation_study,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_79.61__shot3m3m1_73.60__shot3m3m2_85.47,D:\CodingHHW\Biplane\experiment\experiment_results1.csv,CTChest,CTChest,perspective,Current mode: Perspective,High,Near,tp_-13.70_90.66_-182.12,1,1,0,1,1,1,79.61,73.6,85.47,target-only,2.0,2.3710414603520142,5.076211509908545,3.533635514958236,2.3710414603520142,5.076211509908545,3.533635514958236,2.37 mm,5.08 px,3.5336 mm,0,1,target-only,2.0,742.0,completed,testPoint,TargetP3D,blackCenter3,TargetP2DYellow,PointRed,PointGreen,testPoint,30.0,0,1,1,1,-13.69535542,90.66418457,-182.1198578,35.445972478761064,54.08210386457906,74.43547385345826,54.65451673226613,42,1,,0.0579080503732488,0.0576855980788051,0,6.0,10.0,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200046_941503,LinearTransform,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200046_941503\20260421_200046_941503_1_LinearTransform.h5,1,LinearTransform_1,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200046_941503\20260421_200046_941503_2_LinearTransform_1.h5,1,LinearTransform_2,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200046_941503\20260421_200046_941503_3_LinearTransform_2.h5,1,3,1,0.045323798661677,0.0453237986671272,5.450265239126395e-12,0,0,0.0603134654681047,0.060313465468186,8.136546991721617e-14,1,1,0.0680868869899649,0.0680868869899663,1.4710455076283324e-15,1,1,0.0451445485046007,0.0,1.0,0.0,0.0,30.0,0.0602143078668809,1.0,0.0,0.0,0.0,30.0,0.0676979378649338,0.0,1.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,584.784,559.584,385.164,10.705,627.633,57.152,29.928,,51.689,101.182,0.255,0.202
experiment_results1.csv,perturbation_run,perturbation_gap,1,1,3,2026-04-21T20:00:47+08:00,20260421_200047_194907,controlled_perturbation_study,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_79.61__shot3m3m1_73.60__shot3m3m2_85.47,D:\CodingHHW\Biplane\experiment\experiment_results1.csv,CTChest,CTChest,perspective,Current mode: Perspective,High,Near,tp_-13.70_90.66_-182.12,1,1,0,1,1,1,79.61,73.6,85.47,target-only,2.0,2.5189915722279137,5.120923247234185,1.0541369534975302,2.5189915722279137,5.120923247234185,1.0541369534975302,2.52 mm,5.12 px,1.0541 mm,0,1,target-only,2.0,743.0,completed,testPoint,TargetP3D,blackCenter3,TargetP2DYellow,PointRed,PointGreen,testPoint,30.0,0,1,1,1,-13.69535542,90.66418457,-182.1198578,35.445972478761064,54.08210386457906,74.43547385345826,54.65451673226613,43,1,,0.0579080503732488,0.0576855980788051,0,6.0,10.0,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200047_194907,LinearTransform,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200047_194907\20260421_200047_194907_1_LinearTransform.h5,1,LinearTransform_1,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200047_194907\20260421_200047_194907_2_LinearTransform_1.h5,1,LinearTransform_2,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200047_194907\20260421_200047_194907_3_LinearTransform_2.h5,1,3,1,0.045323798661677,0.0453237986671272,5.450265239126395e-12,0,0,0.0603134654681047,0.060313465468186,8.136546991721617e-14,1,1,0.0680868869899649,0.0680868869899663,1.4710455076283324e-15,1,1,0.0451445485046007,0.0,1.0,0.0,0.0,30.0,0.0602143078668809,1.0,0.0,0.0,0.0,30.0,0.0676979378649338,0.0,1.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,584.784,559.584,385.164,10.705,627.633,57.152,29.928,,49.57,65.676,0.2,0.218
experiment_results1.csv,perturbation_run,perturbation_gap,1,1,3,2026-04-21T20:00:47+08:00,20260421_200047_484065,controlled_perturbation_study,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_79.61__shot3m3m1_73.60__shot3m3m2_85.47,D:\CodingHHW\Biplane\experiment\experiment_results1.csv,CTChest,CTChest,perspective,Current mode: Perspective,High,Near,tp_-13.70_90.66_-182.12,1,1,0,1,1,1,79.61,73.6,85.47,target-only,2.0,1.6260243304155306,3.510612414406843,0.8629630801764455,1.6260243304155306,3.510612414406843,0.8629630801764455,1.63 mm,3.51 px,0.8630 mm,0,1,target-only,2.0,744.0,completed,testPoint,TargetP3D,blackCenter3,TargetP2DYellow,PointRed,PointGreen,testPoint,30.0,0,1,1,1,-13.69535542,90.66418457,-182.1198578,35.445972478761064,54.08210386457906,74.43547385345826,54.65451673226613,44,1,,0.0579080503732488,0.0576855980788051,0,6.0,10.0,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200047_484065,LinearTransform,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200047_484065\20260421_200047_484065_1_LinearTransform.h5,1,LinearTransform_1,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200047_484065\20260421_200047_484065_2_LinearTransform_1.h5,1,LinearTransform_2,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200047_484065\20260421_200047_484065_3_LinearTransform_2.h5,1,3,1,0.045323798661677,0.0453237986671272,5.450265239126395e-12,0,0,0.0603134654681047,0.060313465468186,8.136546991721617e-14,1,1,0.0680868869899649,0.0680868869899663,1.4710455076283324e-15,1,1,0.0451445485046007,0.0,1.0,0.0,0.0,30.0,0.0602143078668809,1.0,0.0,0.0,0.0,30.0,0.0676979378649338,0.0,1.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,584.784,559.584,385.164,10.705,627.633,57.152,29.928,,51.652,95.252,0.167,0.205
experiment_results1.csv,perturbation_run,perturbation_gap,1,1,3,2026-04-21T20:00:47+08:00,20260421_200047_773766,controlled_perturbation_study,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_79.61__shot3m3m1_73.60__shot3m3m2_85.47,D:\CodingHHW\Biplane\experiment\experiment_results1.csv,CTChest,CTChest,perspective,Current mode: Perspective,High,Near,tp_-13.70_90.66_-182.12,1,1,0,1,1,1,79.61,73.6,85.47,target-only,2.0,1.4372766528452845,2.5001521418731745,2.126176173837847,1.4372766528452845,2.5001521418731745,2.126176173837847,1.44 mm,2.50 px,2.1262 mm,0,1,target-only,2.0,745.0,completed,testPoint,TargetP3D,blackCenter3,TargetP2DYellow,PointRed,PointGreen,testPoint,30.0,0,1,1,1,-13.69535542,90.66418457,-182.1198578,35.445972478761064,54.08210386457906,74.43547385345826,54.65451673226613,45,1,,0.0579080503732488,0.0576855980788051,0,6.0,10.0,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200047_773766,LinearTransform,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200047_773766\20260421_200047_773766_1_LinearTransform.h5,1,LinearTransform_1,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200047_773766\20260421_200047_773766_2_LinearTransform_1.h5,1,LinearTransform_2,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200047_773766\20260421_200047_773766_3_LinearTransform_2.h5,1,3,1,0.045323798661677,0.0453237986671272,5.450265239126395e-12,0,0,0.0603134654681047,0.060313465468186,8.136546991721617e-14,1,1,0.0680868869899649,0.0680868869899663,1.4710455076283324e-15,1,1,0.0451445485046007,0.0,1.0,0.0,0.0,30.0,0.0602143078668809,1.0,0.0,0.0,0.0,30.0,0.0676979378649338,0.0,1.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,584.784,559.584,385.164,10.705,627.633,57.152,29.928,,48.922,99.424,0.257,0.179
experiment_results1.csv,perturbation_run,perturbation_gap,1,1,3,2026-04-21T20:00:48+08:00,20260421_200048_028374,controlled_perturbation_study,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_79.61__shot3m3m1_73.60__shot3m3m2_85.47,D:\CodingHHW\Biplane\experiment\experiment_results1.csv,CTChest,CTChest,perspective,Current mode: Perspective,High,Near,tp_-13.70_90.66_-182.12,1,1,0,1,1,1,79.61,73.6,85.47,target-only,2.0,0.4009641211814383,0.7357209959740535,1.8047285091480123,0.4009641211814383,0.7357209959740535,1.8047285091480123,0.40 mm,0.74 px,1.8047 mm,0,1,target-only,2.0,746.0,completed,testPoint,TargetP3D,blackCenter3,TargetP2DYellow,PointRed,PointGreen,testPoint,30.0,0,1,1,1,-13.69535542,90.66418457,-182.1198578,35.445972478761064,54.08210386457906,74.43547385345826,54.65451673226613,46,1,,0.0579080503732488,0.0576855980788051,0,6.0,10.0,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_028374,LinearTransform,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_028374\20260421_200048_028374_1_LinearTransform.h5,1,LinearTransform_1,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_028374\20260421_200048_028374_2_LinearTransform_1.h5,1,LinearTransform_2,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_028374\20260421_200048_028374_3_LinearTransform_2.h5,1,3,1,0.045323798661677,0.0453237986671272,5.450265239126395e-12,0,0,0.0603134654681047,0.060313465468186,8.136546991721617e-14,1,1,0.0680868869899649,0.0680868869899663,1.4710455076283324e-15,1,1,0.0451445485046007,0.0,1.0,0.0,0.0,30.0,0.0602143078668809,1.0,0.0,0.0,0.0,30.0,0.0676979378649338,0.0,1.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,584.784,559.584,385.164,10.705,627.633,57.152,29.928,,50.544,65.295,0.172,0.289
experiment_results1.csv,perturbation_run,perturbation_gap,1,1,3,2026-04-21T20:00:48+08:00,20260421_200048_279099,controlled_perturbation_study,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_79.61__shot3m3m1_73.60__shot3m3m2_85.47,D:\CodingHHW\Biplane\experiment\experiment_results1.csv,CTChest,CTChest,perspective,Current mode: Perspective,High,Near,tp_-13.70_90.66_-182.12,1,1,0,1,1,1,79.61,73.6,85.47,target-only,2.0,1.4942152911735105,3.276289366010979,2.069279480177757,1.4942152911735105,3.276289366010979,2.069279480177757,1.49 mm,3.28 px,2.0693 mm,0,1,target-only,2.0,747.0,completed,testPoint,TargetP3D,blackCenter3,TargetP2DYellow,PointRed,PointGreen,testPoint,30.0,0,1,1,1,-13.69535542,90.66418457,-182.1198578,35.445972478761064,54.08210386457906,74.43547385345826,54.65451673226613,47,1,,0.0579080503732488,0.0576855980788051,0,6.0,10.0,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_279099,LinearTransform,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_279099\20260421_200048_279099_1_LinearTransform.h5,1,LinearTransform_1,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_279099\20260421_200048_279099_2_LinearTransform_1.h5,1,LinearTransform_2,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_279099\20260421_200048_279099_3_LinearTransform_2.h5,1,3,1,0.045323798661677,0.0453237986671272,5.450265239126395e-12,0,0,0.0603134654681047,0.060313465468186,8.136546991721617e-14,1,1,0.0680868869899649,0.0680868869899663,1.4710455076283324e-15,1,1,0.0451445485046007,0.0,1.0,0.0,0.0,30.0,0.0602143078668809,1.0,0.0,0.0,0.0,30.0,0.0676979378649338,0.0,1.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,584.784,559.584,385.164,10.705,627.633,57.152,29.928,,48.786,64.207,0.253,0.24
experiment_results1.csv,perturbation_run,perturbation_gap,1,1,3,2026-04-21T20:00:48+08:00,20260421_200048_570870,controlled_perturbation_study,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_79.61__shot3m3m1_73.60__shot3m3m2_85.47,D:\CodingHHW\Biplane\experiment\experiment_results1.csv,CTChest,CTChest,perspective,Current mode: Perspective,High,Near,tp_-13.70_90.66_-182.12,1,1,0,1,1,1,79.61,73.6,85.47,target-only,2.0,1.8382478267813127,0.9209964991497092,2.261721336047602,1.8382478267813127,0.9209964991497092,2.261721336047602,1.84 mm,0.92 px,2.2617 mm,0,1,target-only,2.0,748.0,completed,testPoint,TargetP3D,blackCenter3,TargetP2DYellow,PointRed,PointGreen,testPoint,30.0,0,1,1,1,-13.69535542,90.66418457,-182.1198578,35.445972478761064,54.08210386457906,74.43547385345826,54.65451673226613,48,1,,0.0579080503732488,0.0576855980788051,0,6.0,10.0,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_570870,LinearTransform,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_570870\20260421_200048_570870_1_LinearTransform.h5,1,LinearTransform_1,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_570870\20260421_200048_570870_2_LinearTransform_1.h5,1,LinearTransform_2,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_570870\20260421_200048_570870_3_LinearTransform_2.h5,1,3,1,0.045323798661677,0.0453237986671272,5.450265239126395e-12,0,0,0.0603134654681047,0.060313465468186,8.136546991721617e-14,1,1,0.0680868869899649,0.0680868869899663,1.4710455076283324e-15,1,1,0.0451445485046007,0.0,1.0,0.0,0.0,30.0,0.0602143078668809,1.0,0.0,0.0,0.0,30.0,0.0676979378649338,0.0,1.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,584.784,559.584,385.164,10.705,627.633,57.152,29.928,,49.509,98.164,0.262,0.465
experiment_results1.csv,perturbation_run,perturbation_gap,1,1,3,2026-04-21T20:00:48+08:00,20260421_200048_861069,controlled_perturbation_study,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_79.61__shot3m3m1_73.60__shot3m3m2_85.47,D:\CodingHHW\Biplane\experiment\experiment_results1.csv,CTChest,CTChest,perspective,Current mode: Perspective,High,Near,tp_-13.70_90.66_-182.12,1,1,0,1,1,1,79.61,73.6,85.47,target-only,2.0,0.9845586396645682,2.1310604081730133,2.2115882040551678,0.9845586396645682,2.1310604081730133,2.2115882040551678,0.98 mm,2.13 px,2.2116 mm,0,1,target-only,2.0,749.0,completed,testPoint,TargetP3D,blackCenter3,TargetP2DYellow,PointRed,PointGreen,testPoint,30.0,0,1,1,1,-13.69535542,90.66418457,-182.1198578,35.445972478761064,54.08210386457906,74.43547385345826,54.65451673226613,49,1,,0.0579080503732488,0.0576855980788051,0,6.0,10.0,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_861069,LinearTransform,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_861069\20260421_200048_861069_1_LinearTransform.h5,1,LinearTransform_1,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_861069\20260421_200048_861069_2_LinearTransform_1.h5,1,LinearTransform_2,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200048_861069\20260421_200048_861069_3_LinearTransform_2.h5,1,3,1,0.045323798661677,0.0453237986671272,5.450265239126395e-12,0,0,0.0603134654681047,0.060313465468186,8.136546991721617e-14,1,1,0.0680868869899649,0.0680868869899663,1.4710455076283324e-15,1,1,0.0451445485046007,0.0,1.0,0.0,0.0,30.0,0.0602143078668809,1.0,0.0,0.0,0.0,30.0,0.0676979378649338,0.0,1.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,584.784,559.584,385.164,10.705,627.633,57.152,29.928,,50.446,97.126,0.237,0.204
experiment_results1.csv,perturbation_run,perturbation_gap,1,1,3,2026-04-21T20:00:49+08:00,20260421_200049_148536,controlled_perturbation_study,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_79.61__shot3m3m1_73.60__shot3m3m2_85.47,D:\CodingHHW\Biplane\experiment\experiment_results1.csv,CTChest,CTChest,perspective,Current mode: Perspective,High,Near,tp_-13.70_90.66_-182.12,1,1,0,1,1,1,79.61,73.6,85.47,target-only,2.0,1.0377035812087128,1.9680272836335877,0.4168822790637225,1.0377035812087128,1.9680272836335877,0.4168822790637225,1.04 mm,1.97 px,0.4169 mm,0,1,target-only,2.0,750.0,completed,testPoint,TargetP3D,blackCenter3,TargetP2DYellow,PointRed,PointGreen,testPoint,30.0,0,1,1,1,-13.69535542,90.66418457,-182.1198578,35.445972478761064,54.08210386457906,74.43547385345826,54.65451673226613,50,1,,0.0579080503732488,0.0576855980788051,0,6.0,10.0,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200049_148536,LinearTransform,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200049_148536\20260421_200049_148536_1_LinearTransform.h5,1,LinearTransform_1,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200049_148536\20260421_200049_148536_2_LinearTransform_1.h5,1,LinearTransform_2,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200049_148536\20260421_200049_148536_3_LinearTransform_2.h5,1,3,1,0.045323798661677,0.0453237986671272,5.450265239126395e-12,0,0,0.0603134654681047,0.060313465468186,8.136546991721617e-14,1,1,0.0680868869899649,0.0680868869899663,1.4710455076283324e-15,1,1,0.0451445485046007,0.0,1.0,0.0,0.0,30.0,0.0602143078668809,1.0,0.0,0.0,0.0,30.0,0.0676979378649338,0.0,1.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,584.784,559.584,385.164,10.705,627.633,57.152,29.928,,49.028,95.555,0.287,0.225
experiment_results1.csv,perturbation_run,perturbation_gap,1,1,3,2026-04-21T20:00:56+08:00,20260421_200056_116906,controlled_perturbation_study,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_79.61__shot3m3m1_73.60__shot3m3m2_85.47,D:\CodingHHW\Biplane\experiment\experiment_results1.csv,CTChest,CTChest,perspective,Current mode: Perspective,High,Near,tp_-13.70_90.66_-182.12,1,1,0,1,1,1,79.61,73.6,85.47,marker-only,0.5,0.2816189732897329,1.2680754621953043,0.1532513072190491,0.2816189732897329,1.2680754621953043,0.1532513072190491,0.28 mm,1.27 px,0.1533 mm,0,1,marker-only,0.5,751.0,completed,testPoint,TargetP3D,blackCenter3,TargetP2DYellow,PointRed,PointGreen,testPoint,30.0,0,1,1,1,-13.69535542,90.66418457,-182.1198578,35.445972478761064,54.08210386457906,74.43547385345826,54.65451673226613,1,1,,0.0579080503732488,0.61359842646573,0,6.0,10.0,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200056_116906,LinearTransform,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200056_116906\20260421_200056_116906_1_LinearTransform.h5,1,LinearTransform_1,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200056_116906\20260421_200056_116906_2_LinearTransform_1.h5,1,LinearTransform_2,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200056_116906\20260421_200056_116906_3_LinearTransform_2.h5,1,3,1,0.045323798661677,0.0453237986671272,5.450265239126395e-12,0,0,0.0603134654681047,0.060313465468186,8.136546991721617e-14,1,1,0.0680868869899649,0.0680868869899663,1.4710455076283324e-15,1,1,0.6300841037032712,1.0,1.0,0.0,0.0,30.0,0.636314145524114,0.0,0.0,0.0,0.0,30.0,0.5743970301698049,1.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,584.784,559.584,385.164,10.705,627.633,57.152,29.928,,78.18,59.211,0.299,0.441
experiment_results1.csv,perturbation_run,perturbation_gap,1,1,3,2026-04-21T20:00:56+08:00,20260421_200056_417717,controlled_perturbation_study,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_79.61__shot3m3m1_73.60__shot3m3m2_85.47,D:\CodingHHW\Biplane\experiment\experiment_results1.csv,CTChest,CTChest,perspective,Current mode: Perspective,High,Near,tp_-13.70_90.66_-182.12,1,1,0,1,1,1,79.61,73.6,85.47,marker-only,0.5,0.4934671645477467,1.1775596113197568,0.5195601627997004,0.4934671645477467,1.1775596113197568,0.5195601627997004,0.49 mm,1.18 px,0.5196 mm,0,1,marker-only,0.5,752.0,completed,testPoint,TargetP3D,blackCenter3,TargetP2DYellow,PointRed,PointGreen,testPoint,30.0,0,1,1,1,-13.69535542,90.66418457,-182.1198578,35.445972478761064,54.08210386457906,74.43547385345826,54.65451673226613,2,1,,0.0579080503732488,0.4968718221037646,0,6.0,10.0,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200056_417717,LinearTransform,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200056_417717\20260421_200056_417717_1_LinearTransform.h5,1,LinearTransform_1,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200056_417717\20260421_200056_417717_2_LinearTransform_1.h5,1,LinearTransform_2,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200056_417717\20260421_200056_417717_3_LinearTransform_2.h5,1,3,1,0.045323798661677,0.0453237986671272,5.450265239126395e-12,0,0,0.0603134654681047,0.060313465468186,8.136546991721617e-14,1,1,0.0680868869899649,0.0680868869899663,1.4710455076283324e-15,1,1,0.4136689048217692,0.0,1.0,0.0,0.0,30.0,0.5979632105296417,1.0,1.0,0.0,0.0,30.0,0.4789833509598829,1.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,584.784,559.584,385.164,10.705,627.633,57.152,29.928,,75.627,84.924,0.459,0.386
experiment_results1.csv,perturbation_run,perturbation_gap,1,1,3,2026-04-21T20:00:56+08:00,20260421_200056_705225,controlled_perturbation_study,CTChest__perspective__tp_-13.70_90.66_-182.12__shot2_79.61__shot3m3m1_73.60__shot3m3m2_85.47,D:\CodingHHW\Biplane\experiment\experiment_results1.csv,CTChest,CTChest,perspective,Current mode: Perspective,High,Near,tp_-13.70_90.66_-182.12,1,1,0,1,1,1,79.61,73.6,85.47,marker-only,0.5,0.3570058296138023,1.1850035236845602,0.1089695243058518,0.3570058296138023,1.1850035236845602,0.1089695243058518,0.36 mm,1.19 px,0.1090 mm,0,1,marker-only,0.5,753.0,completed,testPoint,TargetP3D,blackCenter3,TargetP2DYellow,PointRed,PointGreen,testPoint,30.0,0,1,1,1,-13.69535542,90.66418457,-182.1198578,35.445972478761064,54.08210386457906,74.43547385345826,54.65451673226613,3,1,,0.0579080503732488,0.5969527182649287,0,6.0,10.0,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200056_705225,LinearTransform,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200056_705225\20260421_200056_705225_1_LinearTransform.h5,1,LinearTransform_1,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200056_705225\20260421_200056_705225_2_LinearTransform_1.h5,1,LinearTransform_2,D:\CodingHHW\Biplane\experiment\transform_snapshots\20260421_200056_705225\20260421_200056_705225_3_LinearTransform_2.h5,1,3,1,0.045323798661677,0.0453237986671272,5.450265239126395e-12,0,0,0.0603134654681047,0.060313465468186,8.136546991721617e-14,1,1,0.0680868869899649,0.0680868869899663,1.4710455076283324e-15,1,1,0.6640697643730992,0.0,0.0,0.0,0.0,30.0,0.4772126182586511,0.0,0.0,0.0,0.0,30.0,0.6495757721630359,1.0,1.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,584.784,559.584,385.164,10.705,627.633,57.152,29.928,,73.725,80.134,0.246,0.199
